EventNum,SpeakNum,Speaker,Speak
92,11,엘리스,"제가 과연 할 수 있을까요? 지금까지도 너무 힘들었어요..."
92,12,토끼 인형,"엘리스, 너는 할 수 있어! 너는 내 딸이니까 나는 알 수 있어."
92,13,토끼 인형,"네 안에는 희망을 향한 큰 의지가 들어있단다."
92,14,엘리스,"그러면 엄마도 날 도와주는 거죠?"
92,15,여우 인형,"물론이야. 엄마는 마지막 순간까지 항상 네 옆에서 널 지킬 거야."
92,16,엘리스,"알았어요... 엄마를 구하기 위해서라도 이번에는 내가 먼저 악마와 맞서 싸워볼게요."
92,17,여우 인형,"고맙다 엘리스.. 넌 강한 아이란다.."
92,18,여우 인형,"엄마가 널 너무나도 사랑하고 있다는 걸 잊지 말아줘.."
92,19,엘리스,"저도 사랑해요 엄마.."
93,0, D - Day,엄마
94,0,엘리스,"오랜만에 보는 아침이야.. 아침이 이렇게 소중하게 느껴지다니.."
94,1,엘리스,"엄마 덕분에 악마를 물리칠 수 있었어.. 엄마는 괜찮을까? 어서 엄마한테 가봐야겠어!"
95,0,엘리스,"기분이 정말 상쾌해. 몸도 가볍고 지금이라도 당장 밖으로 나가서 뛰어다니고 싶어!"
95,1,엘리스,"맞다! 엄마랑 함께 오랜만에 간식을 만들어서 숲에 다녀와야겠어. 엄마도 좋아하겠지?"
96,0,엘리스,"밖으로 나가기 전에 엄마를 먼저 살펴봐야해."
97,0,엘리스,"엄마, 아직 자고 있네? 일어나봐."
97,1,엘리스,"어제 우리가 함께 악마와 싸워서 이긴 거 기억나지?"
97,2,엄마,"...엘리스..."
97,3,엄마,"다행.. 이구나..."
97,4,엘리스,"엄마.. 얼굴이 너무 창백해졌어. 목소리도 힘이 없고.."
97,5,엄마,"이제야... 편히.."
97,6,엄마,"쉴 수... 있겠어......"
97,7,엘리스,"무슨 말을 하는 거야? 몸이 많이 안 좋은 거지?"
97,8,엘리스,"조금만 기다려! 지금 바로 의사선생님을 불러올게!"
97,9,엄마,"..잠깐만..."
97,10,엄마,"엄마 말을... 들어주렴..."
97,11,엘리스,"엄마..."
97,12,엄마,"네가 살아줘서.. 엄마는 기쁘단다..."
97,13,엘리스,"이러지마 엄마..."
97,14,엘리스,"이제야 겨우 제자리로 돌아왔는데.."
97,15,엄마,"부디.. 앞으로도..."
97,16,엄마,"잘 살아.. 다오.."
97,17,엘리스,"우리 같이 잘 살면 되잖아 엄마... 엄마 없이 어떻게 살라고!"
97,18,엄마,"항상 널.."
97,19,엄마,"사랑.. 한단다..."
97,20,엘리스,"엄마.. 안돼.. 정신차려!"
97,21,엄마,"행복.. 해야 돼......"
97,22,엘리스,"제발! 조금만 더 버텨봐!"
97,23,엘리스,"엄마... 이러지마.. 제발......"
97,24,엄마,"......"
97,25,엘리스,"엄마... 엄마!!"
97,26,엄마,"......"
